idade,profissao,estadoCivil,formacao,default,renda,Residencia,emprestimo,contato,dia,mes,duracao,companhia,pdias,antecedentec,saques,deposito
54,gerente,casado,terciário,não,313,sim,não,desconhecido,5,maio,83,2,-1,0,desconhecido,no
41,engravatado,casado,secundário,não,923,sim,não,desconhecido,14,maio,249,2,-1,0,desconhecido,no
35,administrador,solteiro,primário,não,8,sim,não,desconhecido,16,maio,148,18,-1,0,desconhecido,no
44,técnico,casado,secundário,não,945,sim,não,cellular,4,aug,190,1,-1,0,desconhecido,no
58,gerente,casado,terciário,não,2261,sim,não,cellular,3,jun,1361,1,391,1,failure,no
43,engravatado,casado,primário,não,18,sim,não,cellular,14,maio,131,2,370,3,other,no
52,engravatado,casado,secundário,não,5828,sim,não,telephone,13,maio,276,2,-1,0,desconhecido,no
60,aposentado,casado,primário,não,6307,sim,não,desconhecido,11,jun,362,1,-1,0,desconhecido,no
32,gerente,solteiro,terciário,não,537,não,no,desconhecido,29,maio,187,3,-1,0,desconhecido,no
41,engravatado,casado,secundário,não,393,sim,sim,cellular,10,jul,122,1,-1,0,desconhecido,no
54,engravatado,divorciado,primário,não,215,sim,não,desconhecido,4,jun,71,5,-1,0,desconhecido,no
30,engravatado,solteiro,secundário,não,132,sim,não,desconhecido,16,maio,329,1,-1,0,desconhecido,no
36,técnico,solteiro,secundário,não,35,não,no,cellular,29,aug,493,2,-1,0,desconhecido,no
27,administrador,solteiro,secundário,não,125,não,no,cellular,21,jul,104,1,288,8,failure,no
32,técnico,solteiro,secundário,não,129,sim,não,cellular,7,maio,213,1,-1,0,desconhecido,no
34,gerente,casado,terciário,não,0,não,no,cellular,6,aug,139,2,-1,0,desconhecido,no
43,administrador,casado,secundário,não,315,não,no,cellular,23,jul,129,2,-1,0,desconhecido,no
43,serviços,casado,primário,não,2567,sim,não,cellular,14,maio,109,1,360,2,failure,no
31,gerente,divorciado,terciário,não,883,sim,não,cellular,19,nov,168,1,-1,0,desconhecido,no
37,técnico,casado,secundário,não,1120,sim,não,desconhecido,30,maio,103,5,-1,0,desconhecido,no
51,técnico,divorciado,secundário,não,0,sim,não,desconhecido,28,maio,463,2,-1,0,desconhecido,no
52,engravatado,casado,secundário,não,1117,sim,não,cellular,13,maio,365,1,-1,0,desconhecido,no
57,engravatado,casado,secundário,não,773,sim,sim,desconhecido,18,jun,97,8,-1,0,desconhecido,no
32,técnico,solteiro,terciário,não,390,sim,não,desconhecido,23,maio,85,1,-1,0,desconhecido,no
47,administrador,casado,secundário,não,1358,sim,não,cellular,14,maio,80,4,-1,0,desconhecido,no
31,gerente,casado,terciário,não,216,não,no,cellular,22,jul,47,1,-1,0,desconhecido,no
27,engravatado,solteiro,secundário,não,317,sim,não,desconhecido,20,maio,16,10,-1,0,desconhecido,no
31,engravatado,solteiro,primário,não,2369,sim,não,cellular,18,maio,87,1,-1,0,desconhecido,no
36,administrador,divorciado,terciário,não,125,sim,não,desconhecido,26,maio,172,1,-1,0,desconhecido,no
44,engravatado,casado,primário,não,6,não,no,cellular,10,jul,338,9,-1,0,desconhecido,no
34,engravatado,casado,primário,não,15841,sim,não,cellular,20,apr,423,5,-1,0,desconhecido,no
32,housemaid,casado,primário,não,51,sim,não,cellular,12,maio,324,1,-1,0,desconhecido,no
52,gerente,casado,secundário,não,0,sim,sim,desconhecido,27,maio,62,13,-1,0,desconhecido,no
60,aposentado,divorciado,primário,não,-79,sim,sim,cellular,29,jan,192,1,-1,0,desconhecido,no
30,serviços,solteiro,secundário,não,1881,não,sim,desconhecido,26,jun,29,1,-1,0,desconhecido,no
48,engravatado,casado,primário,não,456,sim,sim,desconhecido,19,maio,289,1,-1,0,desconhecido,no
39,gerente,casado,primário,não,1873,não,no,desconhecido,9,jun,161,2,-1,0,desconhecido,no
59,gerente,divorciado,terciário,não,0,sim,não,cellular,31,jul,52,8,-1,0,desconhecido,no
42,administrador,casado,secundário,não,445,sim,não,desconhecido,7,maio,202,2,-1,0,desconhecido,no
77,aposentado,casado,secundário,não,2123,não,no,telephone,4,feb,141,4,-1,0,desconhecido,no
29,técnico,casado,secundário,não,767,sim,não,cellular,5,feb,253,1,-1,0,desconhecido,no
49,técnico,divorciado,secundário,não,229,não,no,cellular,8,aug,219,2,-1,0,desconhecido,no
57,aposentado,casado,secundário,não,3783,sim,não,desconhecido,6,jun,198,3,-1,0,desconhecido,no
37,engravatado,casado,secundário,não,140,sim,sim,cellular,7,maio,490,1,-1,0,desconhecido,no
35,técnico,casado,secundário,não,6,sim,não,cellular,11,maio,204,2,348,2,failure,no
63,aposentado,divorciado,secundário,não,859,não,no,cellular,13,feb,92,1,-1,0,desconhecido,no
37,técnico,casado,secundário,não,261,não,no,cellular,29,aug,301,4,-1,0,desconhecido,no
37,serviços,casado,secundário,não,50,sim,não,desconhecido,8,maio,352,3,-1,0,desconhecido,no
52,administrador,casado,secundário,não,-462,sim,não,cellular,9,feb,172,5,-1,0,desconhecido,no
60,aposentado,casado,secundário,não,0,não,no,cellular,5,aug,143,3,-1,0,desconhecido,no
36,técnico,casado,secundário,não,283,sim,sim,desconhecido,27,jun,56,2,-1,0,desconhecido,no
48,empresario,casado,secundário,não,91,não,no,cellular,21,aug,136,8,-1,0,desconhecido,no
47,empreendedor,casado,terciário,não,0,não,no,telephone,18,nov,103,2,-1,0,desconhecido,no
56,gerente,divorciado,terciário,não,442,não,no,desconhecido,28,maio,77,3,-1,0,desconhecido,no
45,engravatado,casado,secundário,não,0,não,no,cellular,30,jul,25,2,-1,0,desconhecido,no
53,housemaid,casado,secundário,não,1182,sim,não,cellular,7,sep,82,1,293,1,failure,no
56,engravatado,casado,secundário,não,316,sim,não,desconhecido,19,maio,27,1,-1,0,desconhecido,no
59,técnico,casado,secundário,não,316,não,no,cellular,14,aug,200,4,-1,0,desconhecido,no
34,gerente,casado,terciário,não,402,não,no,cellular,26,maio,147,1,-1,0,desconhecido,no
45,unemployed,solteiro,primário,não,8725,não,no,cellular,8,jul,286,2,-1,0,desconhecido,no
32,técnico,casado,desconhecido,não,102,sim,não,desconhecido,21,maio,12,11,-1,0,desconhecido,no
60,empresario,casado,secundário,não,0,não,no,desconhecido,6,jun,97,1,-1,0,desconhecido,no
54,engravatado,divorciado,secundário,não,615,não,sim,cellular,20,nov,230,1,-1,0,desconhecido,no
41,serviços,casado,secundário,não,0,sim,não,desconhecido,5,maio,114,2,-1,0,desconhecido,no
44,engravatado,casado,secundário,não,3060,sim,não,cellular,20,apr,87,2,151,3,failure,no
40,técnico,casado,secundário,não,990,sim,não,cellular,6,feb,252,3,-1,0,desconhecido,no
40,serviços,divorciado,primário,não,1937,sim,não,desconhecido,2,jun,86,1,-1,0,desconhecido,no
29,técnico,casado,secundário,não,428,não,no,cellular,14,jul,131,4,-1,0,desconhecido,no
28,técnico,casado,secundário,não,655,sim,não,desconhecido,9,maio,179,2,-1,0,desconhecido,no
35,gerente,casado,terciário,não,16,não,no,cellular,19,nov,185,1,-1,0,desconhecido,no
33,gerente,casado,terciário,não,2044,sim,não,cellular,15,maio,102,3,177,1,failure,no
33,gerente,solteiro,terciário,não,20,não,no,cellular,21,aug,329,2,-1,0,desconhecido,no
50,aposentado,casado,primário,não,29,não,no,desconhecido,20,jun,135,5,-1,0,desconhecido,no
56,gerente,casado,primário,não,-155,sim,não,cellular,17,nov,282,1,-1,0,desconhecido,no
37,gerente,solteiro,terciário,não,340,não,no,cellular,11,aug,90,4,-1,0,desconhecido,no
53,técnico,casado,secundário,não,1776,não,no,desconhecido,18,jun,443,7,-1,0,desconhecido,no
27,engravatado,solteiro,secundário,não,23,não,no,cellular,26,feb,590,2,-1,0,desconhecido,no
46,técnico,casado,secundário,não,863,sim,não,cellular,3,feb,67,3,-1,0,desconhecido,no
36,engravatado,divorciado,secundário,não,7051,não,sim,cellular,15,jul,106,13,-1,0,desconhecido,no
37,administrador,casado,secundário,não,1049,não,no,cellular,31,jul,126,5,-1,0,desconhecido,no
28,administrador,casado,terciário,não,174,sim,sim,cellular,11,feb,56,1,184,2,failure,no
40,engravatado,casado,primário,não,137,não,sim,cellular,10,jul,214,1,-1,0,desconhecido,no
48,engravatado,casado,primário,não,783,não,sim,cellular,6,aug,90,2,-1,0,desconhecido,no
46,serviços,casado,primário,não,116,sim,não,cellular,18,maio,267,4,341,3,failure,no
39,técnico,casado,primário,não,2118,sim,não,cellular,17,apr,266,2,-1,0,desconhecido,no
37,gerente,solteiro,terciário,não,10269,sim,não,cellular,18,maio,28,2,-1,0,desconhecido,no
26,administrador,solteiro,secundário,não,141,sim,não,cellular,18,maio,19,4,349,6,other,no
35,engravatado,divorciado,primário,não,13,não,sim,cellular,9,jul,364,1,-1,0,desconhecido,no
37,gerente,solteiro,terciário,não,0,não,no,cellular,7,jul,643,3,-1,0,desconhecido,no
32,empreendedor,casado,secundário,não,1996,sim,não,cellular,18,nov,271,1,-1,0,desconhecido,no
31,administrador,solteiro,secundário,não,1129,sim,não,cellular,18,maio,145,3,-1,0,desconhecido,no
36,housemaid,solteiro,terciário,não,561,não,no,desconhecido,6,jun,274,2,-1,0,desconhecido,no
36,gerente,casado,terciário,não,539,não,no,cellular,11,aug,176,1,-1,0,desconhecido,no
38,serviços,casado,secundário,não,-349,sim,não,cellular,20,apr,111,2,328,5,failure,no
45,administrador,casado,secundário,não,6971,não,no,cellular,22,maio,119,1,-1,0,desconhecido,no
58,housemaid,casado,terciário,não,497,não,no,desconhecido,11,jun,138,5,-1,0,desconhecido,no
34,gerente,casado,terciário,não,362,sim,não,desconhecido,30,maio,38,3,-1,0,desconhecido,no
51,engravatado,casado,primário,não,4497,sim,não,desconhecido,15,maio,276,3,-1,0,desconhecido,no
38,técnico,solteiro,terciário,não,2496,não,no,desconhecido,17,jun,193,1,-1,0,desconhecido,no
73,aposentado,casado,secundário,não,2850,não,no,cellular,8,oct,512,1,144,7,failure,no
57,técnico,casado,primário,não,0,não,no,desconhecido,5,jun,58,8,-1,0,desconhecido,no
45,gerente,casado,terciário,não,1199,não,no,telephone,3,feb,221,2,-1,0,desconhecido,no
34,técnico,divorciado,terciário,não,66,não,sim,cellular,5,feb,102,1,170,2,failure,no
48,administrador,casado,desconhecido,não,3756,não,no,cellular,14,aug,65,10,-1,0,desconhecido,no
39,engravatado,solteiro,secundário,não,1170,não,no,desconhecido,6,jun,383,1,-1,0,desconhecido,no
35,técnico,casado,terciário,não,944,não,no,cellular,8,aug,351,2,-1,0,desconhecido,no
58,gerente,divorciado,terciário,não,50,sim,não,desconhecido,3,jun,109,4,-1,0,desconhecido,no
36,gerente,solteiro,terciário,não,171,não,no,desconhecido,17,jun,398,4,-1,0,desconhecido,no
43,serviços,casado,secundário,não,122,sim,não,cellular,5,maio,355,2,-1,0,desconhecido,no
34,engravatado,divorciado,secundário,não,1780,sim,não,desconhecido,2,jun,187,9,-1,0,desconhecido,no
52,técnico,casado,secundário,não,136,não,no,cellular,28,aug,88,5,-1,0,desconhecido,no
36,desconhecido,casado,secundário,não,179,não,no,cellular,8,aug,14,8,-1,0,desconhecido,no
32,engravatado,solteiro,secundário,não,232,não,no,desconhecido,13,dec,232,1,-1,0,desconhecido,no
23,student,solteiro,terciário,não,82,não,no,cellular,4,maio,289,4,-1,0,desconhecido,no
57,engravatado,casado,primário,não,630,sim,não,desconhecido,29,maio,52,1,-1,0,desconhecido,no
43,engravatado,casado,primário,sim,1202,não,no,desconhecido,30,maio,295,1,-1,0,desconhecido,no
33,administrador,solteiro,terciário,não,867,sim,não,cellular,14,apr,247,1,-1,0,desconhecido,no
45,gerente,divorciado,terciário,não,6200,não,no,cellular,29,jul,103,2,-1,0,desconhecido,no
31,administrador,solteiro,secundário,não,-422,sim,não,cellular,18,maio,64,2,329,15,other,no
41,empresario,solteiro,desconhecido,não,426,sim,não,desconhecido,19,jun,75,1,-1,0,desconhecido,no
47,gerente,divorciado,terciário,não,107,não,no,desconhecido,15,maio,246,1,-1,0,desconhecido,no
39,serviços,divorciado,secundário,sim,-96,sim,sim,telephone,12,maio,38,6,-1,0,desconhecido,no
47,engravatado,casado,secundário,não,581,sim,não,cellular,26,aug,79,6,-1,0,desconhecido,no
57,técnico,casado,secundário,não,402,sim,não,desconhecido,6,maio,153,3,-1,0,desconhecido,no
52,engravatado,casado,secundário,não,555,sim,não,cellular,12,maio,314,2,-1,0,desconhecido,no
45,administrador,casado,secundário,não,67,não,no,cellular,5,feb,326,2,-1,0,desconhecido,no
42,gerente,casado,terciário,não,72,sim,não,cellular,20,apr,124,2,348,3,failure,no
32,empresario,casado,secundário,não,1942,sim,não,desconhecido,30,maio,84,9,-1,0,desconhecido,no
31,técnico,solteiro,secundário,não,373,não,no,cellular,22,aug,346,5,-1,0,desconhecido,no
25,engravatado,solteiro,secundário,não,84,sim,não,cellular,18,maio,6,2,-1,0,desconhecido,no
30,técnico,casado,secundário,não,394,não,no,cellular,22,aug,216,13,-1,0,desconhecido,no
33,engravatado,casado,primário,não,925,não,no,cellular,20,nov,884,3,-1,0,desconhecido,no
29,engravatado,casado,secundário,não,0,sim,não,cellular,11,maio,116,6,-1,0,desconhecido,no
55,aposentado,casado,secundário,não,6690,não,no,cellular,30,apr,534,1,-1,0,desconhecido,no
51,administrador,casado,secundário,não,4178,sim,não,desconhecido,30,maio,556,1,-1,0,desconhecido,no
68,aposentado,casado,secundário,não,20723,sim,não,cellular,28,apr,318,2,-1,0,desconhecido,no
29,serviços,solteiro,secundário,não,887,não,no,cellular,4,feb,343,1,-1,0,desconhecido,no
35,empresario,casado,secundário,não,598,sim,não,cellular,20,apr,245,1,-1,0,desconhecido,no
38,técnico,casado,secundário,não,1,sim,não,cellular,21,nov,57,5,199,1,success,no
39,gerente,divorciado,secundário,não,4314,sim,não,cellular,20,nov,141,4,-1,0,desconhecido,no
47,técnico,casado,terciário,não,2155,não,no,desconhecido,20,jun,178,3,-1,0,desconhecido,no
22,gerente,solteiro,terciário,não,760,não,no,telephone,7,dec,6,1,-1,0,desconhecido,no
44,administrador,casado,secundário,não,1248,sim,sim,cellular,8,maio,428,3,-1,0,desconhecido,no
38,técnico,solteiro,terciário,não,5122,sim,não,cellular,20,nov,370,1,184,1,failure,no
56,serviços,divorciado,secundário,não,191,não,no,cellular,23,jul,335,3,-1,0,desconhecido,no
56,gerente,casado,secundário,não,230,não,no,desconhecido,9,maio,73,4,-1,0,desconhecido,no
54,gerente,divorciado,terciário,não,7010,não,no,cellular,11,mar,275,2,-1,0,desconhecido,no
39,serviços,casado,secundário,não,1970,sim,não,desconhecido,8,jun,30,1,404,2,success,no
36,engravatado,casado,secundário,não,3935,sim,sim,desconhecido,27,maio,220,6,-1,0,desconhecido,no
42,administrador,casado,secundário,não,437,sim,não,cellular,11,aug,120,3,190,1,failure,no
51,técnico,divorciado,secundário,não,2323,sim,sim,cellular,18,aug,151,10,-1,0,desconhecido,no
32,gerente,casado,terciário,não,2213,não,no,cellular,29,jan,125,2,154,7,failure,no
31,gerente,casado,terciário,não,84,não,sim,desconhecido,1,jul,143,1,-1,0,desconhecido,no
23,técnico,solteiro,secundário,não,4545,não,no,cellular,3,jun,200,1,-1,0,desconhecido,no
21,student,solteiro,desconhecido,não,200,não,no,desconhecido,1,jun,8,1,-1,0,desconhecido,no
45,administrador,solteiro,secundário,não,206,sim,não,desconhecido,5,maio,193,1,-1,0,desconhecido,no
51,técnico,casado,secundário,não,2937,não,no,telephone,21,nov,30,3,-1,0,desconhecido,no
36,unemployed,solteiro,terciário,não,221,não,no,cellular,3,feb,225,4,-1,0,desconhecido,no
56,engravatado,casado,secundário,não,1521,sim,sim,cellular,21,nov,19,2,179,3,other,no
41,técnico,casado,secundário,não,102,sim,sim,desconhecido,14,maio,387,9,-1,0,desconhecido,no
57,aposentado,casado,secundário,não,519,sim,não,desconhecido,3,jun,393,3,-1,0,desconhecido,no
55,engravatado,casado,secundário,não,660,não,no,desconhecido,5,jun,348,1,-1,0,desconhecido,no
34,gerente,divorciado,terciário,não,500,sim,não,desconhecido,29,maio,399,1,-1,0,desconhecido,no
32,administrador,casado,secundário,não,1661,sim,não,cellular,5,feb,76,1,209,2,failure,no
41,engravatado,solteiro,desconhecido,não,961,sim,não,desconhecido,29,maio,117,1,-1,0,desconhecido,no
32,administrador,divorciado,secundário,não,-273,sim,não,cellular,5,maio,64,1,-1,0,desconhecido,no
53,gerente,casado,terciário,não,7067,não,no,desconhecido,6,jun,82,3,-1,0,desconhecido,no
43,engravatado,casado,desconhecido,não,285,sim,não,cellular,15,maio,22,6,-1,0,desconhecido,no
27,serviços,casado,secundário,não,221,não,sim,cellular,7,jul,554,1,-1,0,desconhecido,no
48,técnico,solteiro,secundário,não,479,não,no,desconhecido,20,maio,148,5,-1,0,desconhecido,no
33,serviços,solteiro,terciário,não,1595,sim,não,desconhecido,26,maio,296,1,-1,0,desconhecido,no
41,gerente,casado,terciário,não,65,sim,não,desconhecido,6,maio,524,2,-1,0,desconhecido,no
33,administrador,casado,terciário,não,640,não,no,cellular,24,jul,318,1,-1,0,desconhecido,no
25,gerente,solteiro,terciário,não,490,não,no,cellular,7,sep,394,1,-1,0,desconhecido,no
38,gerente,casado,terciário,não,1440,não,no,cellular,11,aug,111,2,-1,0,desconhecido,no
43,empresario,casado,secundário,não,918,sim,não,desconhecido,6,maio,193,1,-1,0,desconhecido,no
56,gerente,solteiro,terciário,não,6507,sim,sim,cellular,29,jan,134,1,196,1,failure,no
28,serviços,casado,secundário,não,4,sim,não,desconhecido,27,jun,133,5,-1,0,desconhecido,no
52,empresario,casado,terciário,não,2289,sim,sim,cellular,21,nov,81,1,-1,0,desconhecido,no
32,gerente,solteiro,terciário,não,131,não,no,desconhecido,3,jun,267,3,-1,0,desconhecido,no
33,serviços,solteiro,secundário,não,1852,não,no,telephone,25,feb,371,1,204,3,other,no
31,técnico,solteiro,terciário,não,-749,sim,sim,cellular,29,jul,82,4,-1,0,desconhecido,no
54,técnico,casado,secundário,não,719,sim,não,cellular,2,feb,242,1,264,1,failure,no
36,técnico,casado,secundário,não,4613,não,no,cellular,2,apr,320,1,134,2,failure,no
40,administrador,solteiro,secundário,não,664,não,no,cellular,19,nov,188,2,121,2,success,no
32,administrador,solteiro,terciário,não,291,não,no,telephone,28,jan,223,6,275,5,other,no
27,student,solteiro,terciário,não,24,sim,não,cellular,2,feb,344,2,-1,0,desconhecido,no
42,técnico,solteiro,secundário,não,823,sim,não,cellular,28,jan,137,1,-1,0,desconhecido,no
30,gerente,casado,terciário,não,1235,sim,não,cellular,28,jul,104,3,-1,0,desconhecido,no
43,técnico,solteiro,secundário,não,1195,sim,não,desconhecido,15,maio,516,9,-1,0,desconhecido,no
44,gerente,casado,desconhecido,não,21,não,no,cellular,24,aug,323,2,-1,0,desconhecido,no
46,técnico,casado,secundário,não,363,sim,não,cellular,6,aug,209,3,-1,0,desconhecido,no
36,engravatado,solteiro,secundário,não,0,não,no,desconhecido,19,jun,238,1,-1,0,desconhecido,no
44,engravatado,solteiro,primário,não,0,sim,não,cellular,24,jul,184,1,-1,0,desconhecido,no
30,gerente,solteiro,terciário,não,136,sim,não,desconhecido,23,maio,152,1,-1,0,desconhecido,no
34,administrador,solteiro,secundário,não,846,sim,não,cellular,17,apr,758,2,-1,0,desconhecido,no
20,student,solteiro,primário,não,0,não,no,cellular,1,feb,143,5,91,8,failure,no
31,serviços,casado,secundário,não,505,não,no,cellular,11,jul,773,3,-1,0,desconhecido,no
34,engravatado,casado,primário,não,3986,sim,não,cellular,17,apr,345,2,-1,0,desconhecido,no
27,técnico,solteiro,terciário,não,11862,não,no,telephone,25,maio,281,5,101,1,success,no
47,gerente,casado,primário,sim,145,não,sim,desconhecido,1,jul,163,1,-1,0,desconhecido,no
56,gerente,divorciado,terciário,não,2037,não,no,cellular,6,maio,160,1,91,5,success,no
45,técnico,divorciado,secundário,não,441,sim,não,cellular,2,feb,535,1,-1,0,desconhecido,no
35,engravatado,casado,primário,não,105,sim,não,desconhecido,8,maio,369,2,-1,0,desconhecido,no
32,técnico,casado,secundário,não,465,sim,não,cellular,12,maio,210,2,-1,0,desconhecido,no
44,empreendedor,casado,secundário,não,320,sim,sim,cellular,5,feb,269,3,234,2,other,no
38,serviços,casado,secundário,não,-762,sim,sim,desconhecido,30,maio,408,2,-1,0,desconhecido,no
32,gerente,solteiro,terciário,não,316,sim,não,cellular,29,jan,215,3,-1,0,desconhecido,no
58,administrador,casado,desconhecido,não,903,não,no,cellular,28,jan,56,1,-1,0,desconhecido,no
35,gerente,solteiro,terciário,não,123,sim,não,desconhecido,9,maio,83,3,-1,0,desconhecido,no
40,engravatado,casado,secundário,não,273,sim,não,desconhecido,19,jun,1082,1,-1,0,desconhecido,no
36,técnico,casado,secundário,não,1345,sim,não,desconhecido,30,maio,231,3,-1,0,desconhecido,no
52,engravatado,casado,secundário,não,1027,não,no,cellular,23,jul,59,1,-1,0,desconhecido,no
35,técnico,solteiro,secundário,não,1855,sim,não,desconhecido,7,maio,138,1,-1,0,desconhecido,no
38,serviços,solteiro,secundário,não,1315,não,no,desconhecido,20,jun,23,12,-1,0,desconhecido,no
43,administrador,casado,secundário,não,59,sim,não,cellular,15,jul,60,3,-1,0,desconhecido,no
43,administrador,casado,secundário,não,2682,não,no,cellular,30,jul,103,8,-1,0,desconhecido,no
35,gerente,casado,terciário,não,2682,sim,não,cellular,9,jul,156,1,-1,0,desconhecido,no
40,serviços,casado,secundário,não,3164,sim,não,cellular,3,apr,329,2,-1,0,desconhecido,no
49,técnico,divorciado,secundário,não,342,não,sim,cellular,19,nov,58,3,-1,0,desconhecido,no
35,serviços,solteiro,secundário,não,1742,sim,não,cellular,31,jul,39,2,-1,0,desconhecido,no
42,técnico,divorciado,secundário,não,-106,sim,não,desconhecido,29,maio,95,1,-1,0,desconhecido,no
29,unemployed,solteiro,desconhecido,não,67,não,no,cellular,28,jan,330,2,-1,0,desconhecido,no
26,técnico,solteiro,secundário,não,430,não,no,cellular,5,feb,450,2,-1,0,desconhecido,no
44,engravatado,solteiro,primário,não,-234,sim,sim,cellular,15,maio,71,3,347,1,failure,no
29,gerente,solteiro,terciário,não,0,sim,não,cellular,13,maio,155,1,351,1,failure,no
36,engravatado,casado,secundário,não,-206,sim,não,desconhecido,8,maio,177,2,-1,0,desconhecido,no
30,técnico,solteiro,secundário,não,656,não,sim,desconhecido,4,jul,523,1,-1,0,desconhecido,no
52,aposentado,casado,secundário,não,603,não,sim,desconhecido,9,jun,79,1,-1,0,desconhecido,no
55,administrador,casado,secundário,não,1102,sim,não,desconhecido,15,maio,126,2,-1,0,desconhecido,no
30,serviços,solteiro,secundário,não,117,não,no,cellular,28,jan,135,1,-1,0,desconhecido,no
29,técnico,solteiro,secundário,não,-13,sim,não,cellular,14,maio,512,3,-1,0,desconhecido,no
27,administrador,solteiro,terciário,não,1993,sim,não,cellular,5,maio,102,5,-1,0,desconhecido,no
58,aposentado,divorciado,desconhecido,não,5920,sim,não,cellular,21,nov,96,1,121,1,failure,no
33,serviços,casado,secundário,não,881,sim,não,desconhecido,21,maio,67,5,-1,0,desconhecido,no
48,administrador,casado,secundário,não,0,sim,não,cellular,17,jul,109,4,-1,0,desconhecido,no
39,housemaid,casado,secundário,não,953,não,no,cellular,30,jan,23,6,232,3,other,no
55,engravatado,casado,primário,não,781,sim,não,cellular,3,feb,112,3,270,2,failure,no
40,engravatado,solteiro,primário,não,1530,sim,não,cellular,20,apr,8,3,315,1,failure,no
33,gerente,solteiro,terciário,não,2667,sim,não,cellular,18,maio,57,1,180,3,failure,no
56,administrador,casado,secundário,não,5310,não,no,desconhecido,19,jun,74,1,-1,0,desconhecido,no
42,engravatado,casado,secundário,não,1468,sim,não,desconhecido,28,maio,136,1,-1,0,desconhecido,no
43,desconhecido,casado,primário,não,0,sim,não,cellular,9,jul,132,1,-1,0,desconhecido,no
41,gerente,casado,terciário,não,144,não,no,cellular,27,feb,123,3,-1,0,desconhecido,no
58,administrador,solteiro,secundário,não,247,não,sim,desconhecido,20,jun,66,6,-1,0,desconhecido,no
29,engravatado,casado,primário,não,258,sim,não,desconhecido,26,maio,130,1,-1,0,desconhecido,no
38,gerente,casado,terciário,não,595,sim,não,cellular,18,nov,70,1,-1,0,desconhecido,no
49,engravatado,divorciado,secundário,sim,259,não,no,desconhecido,16,maio,283,2,-1,0,desconhecido,no
55,empresario,casado,secundário,não,2408,não,no,telephone,9,apr,327,2,140,1,failure,no
53,gerente,casado,terciário,não,1356,sim,não,cellular,5,aug,397,2,93,2,failure,no
56,administrador,casado,secundário,não,292,sim,não,desconhecido,28,maio,228,9,-1,0,desconhecido,no
31,gerente,solteiro,terciário,não,2384,sim,não,cellular,14,apr,608,2,-1,0,desconhecido,no
29,técnico,solteiro,secundário,não,307,sim,não,cellular,3,feb,216,1,-1,0,desconhecido,no
48,administrador,casado,secundário,não,292,sim,sim,cellular,29,jul,164,6,-1,0,desconhecido,no
43,engravatado,casado,primário,não,3131,sim,não,desconhecido,3,jun,441,3,-1,0,desconhecido,no
29,técnico,casado,secundário,não,0,não,no,desconhecido,12,maio,33,2,-1,0,desconhecido,no
39,gerente,solteiro,terciário,não,2258,sim,não,cellular,31,jul,255,2,-1,0,desconhecido,no
53,gerente,casado,terciário,não,1348,não,sim,cellular,17,jul,120,3,-1,0,desconhecido,no
48,engravatado,casado,secundário,não,741,sim,não,cellular,16,apr,227,1,-1,0,desconhecido,no
34,gerente,casado,terciário,não,0,não,no,cellular,22,apr,176,1,-1,0,desconhecido,no
52,gerente,solteiro,terciário,não,741,não,no,cellular,7,aug,63,2,-1,0,desconhecido,no
30,administrador,casado,secundário,não,521,sim,não,cellular,19,nov,648,1,-1,0,desconhecido,no
45,empreendedor,casado,primário,não,5315,sim,sim,cellular,15,maio,262,2,-1,0,desconhecido,no
54,gerente,casado,secundário,não,1660,não,no,cellular,20,nov,337,3,-1,0,desconhecido,no
44,empresario,casado,desconhecido,não,163,sim,não,cellular,12,aug,44,1,100,3,success,no
35,empreendedor,casado,secundário,não,1163,sim,não,desconhecido,20,maio,284,1,-1,0,desconhecido,no
34,técnico,solteiro,terciário,não,122,não,no,desconhecido,27,maio,73,5,-1,0,desconhecido,no
22,student,solteiro,desconhecido,não,1,não,no,telephone,15,jun,263,4,-1,0,desconhecido,no
65,aposentado,casado,primário,não,493,não,no,cellular,16,oct,622,1,182,1,failure,no
49,gerente,casado,desconhecido,não,0,não,no,cellular,19,nov,99,2,-1,0,desconhecido,no
38,gerente,solteiro,desconhecido,não,715,sim,não,cellular,2,apr,951,1,132,3,failure,no
28,técnico,solteiro,terciário,não,558,sim,não,cellular,15,maio,300,1,-1,0,desconhecido,no
33,técnico,casado,terciário,não,16992,sim,não,desconhecido,29,maio,58,1,-1,0,desconhecido,no
34,gerente,casado,terciário,não,179,sim,não,cellular,20,nov,184,1,-1,0,desconhecido,no
26,student,solteiro,desconhecido,não,198,não,no,cellular,5,feb,161,1,-1,0,desconhecido,no
37,engravatado,casado,primário,não,152,sim,não,cellular,17,apr,252,2,-1,0,desconhecido,no
40,engravatado,casado,primário,não,2805,sim,não,cellular,14,maio,173,6,353,23,failure,no
28,serviços,solteiro,secundário,não,6332,sim,não,telephone,7,maio,149,1,343,4,failure,no
31,técnico,casado,secundário,não,2420,sim,não,cellular,19,nov,166,1,-1,0,desconhecido,no
42,gerente,casado,secundário,não,580,não,no,cellular,22,aug,67,2,-1,0,desconhecido,no
34,técnico,divorciado,secundário,não,259,não,no,cellular,11,aug,316,2,-1,0,desconhecido,no
34,serviços,casado,secundário,não,-451,sim,sim,cellular,23,jul,498,1,-1,0,desconhecido,no
53,gerente,casado,terciário,não,261,não,no,cellular,19,aug,100,2,-1,0,desconhecido,no
